state,county,Obama,Romney
AL,Autauga,26.6,72.6
AL,Baldwin,21.6,77.4
AL,Barbour,51.3,48.3
AL,Bibb,26.2,73.1
AL,Blount,12.3,86.5
AL,Bullock,76.3,23.5
AL,Butler,46.1,53.6
AL,Calhoun,33.5,65.5
AL,Chambers,47.1,52.2
AL,Cherokee,21.8,76.8
AL,Chilton,19.5,79.8
AL,Choctaw,47.5,52.1
AL,Clarke,45.7,54
AL,Clay,26.7,72.3
AL,Cleburne,15.4,83.6
AL,Coffee,24.8,74.2
AL,Colbert,39.2,59.6
AL,Conecuh,50.6,49
AL,Coosa,41.7,57.8
AL,Covington,20.5,78.8
AL,Crenshaw,31.9,67.5
AL,Cullman,14.6,84.2
AL,Dale,28.5,70.6
AL,Dallas,69.7,30
AL,DeKalb,22,76.8
AL,Elmore,25.2,74
AL,Escambia,36.9,62.5
AL,Etowah,30.1,68.5
AL,Fayette,22.8,76.3
AL,Franklin,29.2,69.7
AL,Geneva,18,81
AL,Greene,84.7,15
AL,Hale,62.6,37.1
AL,Henry,35,64.4
AL,Houston,29.5,69.8
AL,Jackson,28.3,70.2
AL,Jefferson,52.6,46.6
AL,Lamar,23,76.2
AL,Lauderdale,33.9,64.8
AL,Lawrence,35.9,62.9
AL,Lee,39.3,59.2
AL,Limestone,27.7,71.4
AL,Lowndes,76.4,23.3
AL,Macon,87.1,12.7
AL,Madison,40,58.6
AL,Marengo,53.5,46.2
AL,Marion,18.6,80.1
AL,Marshall,19.3,79.4
AL,Mobile,45,54.3
AL,Monroe,45.9,53.7
AL,Montgomery,61.9,37.6
AL,Morgan,27.2,71.8
AL,Perry,74.8,24.8
AL,Pickens,46.3,53.3
AL,Pike,42.7,56.5
AL,Randolph,29.6,69.5
AL,Russell,55.6,43.9
AL,St. Clair,16.5,82.6
AL,Shelby,21.6,77.3
AL,Sumter,77.2,22.6
AL,Talladega,41.7,57.7
AL,Tallapoosa,33.5,65.9
AL,Tuscaloosa,40.8,58.2
AL,Walker,23,75.9
AL,Washington,33.9,65.6
AL,Wilcox,74.3,25.6
AL,Winston,13.2,85.6
AR,Ashley,36.1,61.5
AR,Baxter,26.7,70.8
AR,Benton,28.6,69
AR,Boone,24.5,72.5
AR,Bradley,39.8,58.3
AR,Calhoun,30.4,67.1
AR,Carroll,36.3,60.2
AR,Chicot,60.7,38.3
AR,Clark,45.3,51.7
AR,Clay,34,63.1
AR,Cleburne,22.5,74.6
AR,Cleveland,25.9,70.8
AR,Columbia,37.6,61.2
AR,Conway,38.9,58.4
AR,Craighead,33.2,64.2
AR,Crawford,23.7,73.6
AR,Crittenden,58.6,39.9
AR,Cross,34.1,63.9
AR,Dallas,43.4,54
AR,Desha,55.5,42.6
AR,Drew,39.6,58.6
AR,Faulkner,32.8,64.5
AR,Franklin,26.4,70.8
AR,Fulton,32.1,65.2
AR,Garland,33.9,63.8
AR,Grant,22.6,74.5
AR,Greene,29.1,65.9
AR,Hempstead,35.6,61.9
AR,Hot Spring,34,63.1
AR,Howard,33,64.8
AR,Independence,26.5,70.4
AR,Izard,29.4,67.2
AR,Jackson,39.2,57.4
AR,Jefferson,63.8,34.8
AR,Johnson,34.5,62.6
AR,Lafayette,40.1,58.5
AR,Lawrence,32.3,63.8
AR,Lee,61.5,37.4
AR,Lincoln,38.2,59
AR,Little River,30.7,67
AR,Logan,27.4,69.3
AR,Lonoke,23.3,74.2
AR,Madison,32,64.9
AR,Marion,28.8,67.9
AR,Miller,29.5,69.3
AR,Mississippi,48.3,49.4
AR,Monroe,49,49.1
AR,Montgomery,27,69.6
AR,Nevada,38.8,59
AR,Newton,27.1,68.5
AR,Ouachita,44.9,53.5
AR,Perry,30.1,65.5
AR,Phillips,65.6,32.8
AR,Pike,22.4,75.2
AR,Poinsett,31.6,65.8
AR,Polk,20.2,77.1
AR,Pope,25.1,72.3
AR,Prairie,28,68.6
AR,Pulaski,54.7,43.3
AR,Randolph,34.3,62.2
AR,Saint Francis,58,41
AR,Saline,27.3,70
AR,Scott,24.6,72.3
AR,Searcy,22,73.1
AR,Sebastian,30.2,67.3
AR,Sevier,24.1,72.4
AR,Sharp,28.7,67.6
AR,Stone,25.3,70.5
AR,Union,36,62.3
AR,Van Buren,28.4,67.9
AR,Washington,40.1,56.3
AR,White,21.7,75.5
AR,Woodruff,49.9,45.7
AR,Yell,28.8,67.7
AZ,Apache,66.1,32.2
AZ,Cochise,37.1,61.1
AZ,Coconino,56.3,41.4
AZ,Gila,36,62.4
AZ,Graham,30.4,68.1
AZ,Greenlee,44.1,53.5
AZ,La Paz,32.9,65.1
AZ,Maricopa,43.1,55.2
AZ,Mohave,27.8,70.4
AZ,Navajo,45.2,53.5
AZ,Pima,52.1,46.3
AZ,Pinal,40.6,57.7
AZ,Santa Cruz,68.3,30.5
AZ,Yavapai,33.7,64.5
AZ,Yuma,41.3,57.5
CA,Alameda,78.5,18.7
CA,Alpine,60.1,36.5
CA,Amador,39.2,58.2
CA,Butte,46.4,50.3
CA,Calaveras,40.1,57.1
CA,Colusa,38.3,60
CA,Contra Costa,65.7,32
CA,Del Norte,42.8,53.6
CA,El Dorado,39.6,57.8
CA,Fresno,47.6,50.6
CA,Glenn,35.8,61.3
CA,Humboldt,60,33.8
CA,Imperial,63.6,34.8
CA,Inyo,42.7,54.5
CA,Kern,38.5,59.4
CA,Kings,40.8,57
CA,Lake,56.3,39.8
CA,Lassen,28.7,68.5
CA,Los Angeles,68.9,28.8
CA,Madera,39.2,58.7
CA,Marin,74,23.5
CA,Mariposa,39.5,56.8
CA,Mendocino,66.2,28.6
CA,Merced,51.7,46.3
CA,Modoc,27.9,69.7
CA,Mono,52.3,44.8
CA,Monterey,65.9,31.9
CA,Napa,61.7,36
CA,Nevada,46.2,50.9
CA,Orange,44.8,53
CA,Placer,38.9,58.9
CA,Plumas,40.2,57.4
CA,Riverside,48.8,49.2
CA,Sacramento,57,40.6
CA,San Benito,57.6,40.4
CA,San Bernardino,51.6,46.2
CA,San Diego,51.5,46.4
CA,San Francisco,83.4,13.3
CA,San Joaquin,53.5,44.6
CA,San Luis Obispo,49,48
CA,San Mateo,71.3,26.6
CA,Santa Barbara,57.2,40.1
CA,Santa Clara,69.8,27.7
CA,Santa Cruz,75.2,21.1
CA,Shasta,33.6,63.9
CA,Sierra,36.6,59.4
CA,Siskiyou,40.6,56.2
CA,Solano,62.9,34.9
CA,Sonoma,70.8,26
CA,Stanislaus,49.2,48.4
CA,Sutter,38.1,59.9
CA,Tehama,34.8,62.2
CA,Trinity,47.1,48.2
CA,Tulare,40.1,57.9
CA,Tuolumne,40.6,56.5
CA,Ventura,51.6,46.3
CA,Yolo,65.2,32
CA,Yuba,38.8,58.3
DC,District of Columbia,91.4,7.1
DE,Delaware,58.6,40
DE,Kent,51.7,46.8
DE,New Castle,66.3,32.2
DE,Sussex,42.9,55.9
HI,Hawaii,70.6,27.8
HI,Honolulu,68.9,29.8
HI,Kauai,73.5,24.1
HI,Maui,74.1,23.8
IA,Adair,45.2,53.3
IA,Adams,47.2,51.1
IA,Allamakee,51.5,47.3
IA,Appanoose,47.5,51.1
IA,Audubon,46.8,52.3
IA,Benton,49.1,49.7
IA,Black Hawk,59.4,39.4
IA,Boone,52.4,45.9
IA,Bremer,50.8,48.3
IA,Buchanan,56.3,42.4
IA,Buena Vista,44.3,54.7
IA,Butler,44.2,54.6
IA,Calhoun,43,55.7
IA,Carroll,46.4,52.7
IA,Cass,39.8,58.8
IA,Cedar,51.6,47.2
IA,Cerro Gordo,56.1,42.8
IA,Cherokee,41.2,57.4
IA,Chickasaw,55,43.9
IA,Clarke,49.7,48.3
IA,Clay,40,58.7
IA,Clayton,52.8,45.9
IA,Clinton,60.8,37.9
IA,Crawford,45.4,53.6
IA,Dallas,43.6,55.3
IA,Davis,40.6,57.1
IA,Decatur,47,51
IA,Delaware,49.4,49.6
IA,Des Moines,58.6,40.1
IA,Dickinson,40.4,58.4
IA,Dubuque,56.6,42.1
IA,Emmet,44.9,53.8
IA,Fayette,55.4,43.5
IA,Floyd,56.8,42.1
IA,Franklin,44,54.9
IA,Fremont,44.8,53.9
IA,Greene,49.3,49.4
IA,Grundy,38,61
IA,Guthrie,43.9,54.2
IA,Hamilton,48,50.6
IA,Hancock,42.6,56.2
IA,Hardin,45.8,53
IA,Harrison,43,55.7
IA,Henry,46.3,52.3
IA,Howard,59.8,38.8
IA,Humboldt,38.4,60.5
IA,Ida,36.3,62.8
IA,Iowa,0.3,0.3
IA,Jackson,57.8,41
IA,Jasper,52.8,45.7
IA,Jefferson,56.8,40.8
IA,Johnson,66.9,31.4
IA,Jones,53.2,45.4
IA,Keokuk,44,54.4
IA,Kossuth,43.3,55.6
IA,Lee,57.2,41.2
IA,Linn,58.1,40.5
IA,Louisa,49.8,49.1
IA,Lucas,46.3,52.6
IA,Lyon,21.9,76.8
IA,Madison,43.1,55.2
IA,Mahaska,39,59.6
IA,Marion,42.6,55.9
IA,Marshall,53.9,44.9
IA,Mills,39.6,58.7
IA,Mitchell,50.7,47.4
IA,Monona,44.6,54.3
IA,Monroe,45.5,53.2
IA,Montgomery,38.4,60
IA,Muscatine,56.8,41.3
IA,O'Brien,26.9,72.1
IA,Osceola,28.6,70
IA,Page,36.9,61.8
IA,Palo Alto,43.7,54.5
IA,Plymouth,32.1,66.4
IA,Pocahontas,38,59.8
IA,Polk,56.4,42.2
IA,Pottawattamie,46.4,52.2
IA,Poweshiek,53.8,44.7
IA,Ringgold,45.8,53
IA,Sac,40.3,58.7
IA,Scott,56.3,42.6
IA,Shelby,38.2,60.5
IA,Sioux,15.6,83.6
IA,Story,55.8,42
IA,Tama,53,45.6
IA,Taylor,42.3,56.4
IA,Union,51.3,47.5
IA,Van Buren,39.5,58.1
IA,Wapello,55.1,43.4
IA,Warren,48.4,50.4
IA,Washington,46.7,50.9
IA,Wayne,43.3,54.9
IA,Webster,52.2,46.7
IA,Winnebago,49.3,49.3
IA,Winneshiek,56.7,41.9
IA,Woodbury,49.3,49.5
IA,Worth,56.6,42.1
IA,Wright,45.3,53.6
ID,Ada,42.7,54
ID,Adams,28,68.6
ID,Bannock,37.5,59.6
ID,Bear Lake,10.7,88.2
ID,Benewah,30,66.8
ID,Bingham,21.7,76.4
ID,Blaine,58.8,38.6
ID,Boise,28.5,68.3
ID,Bonner,35.1,61.3
ID,Bonneville,22.9,74.7
ID,Boundary,27,69.1
ID,Butte,20.1,77.8
ID,Camas,27.5,69.6
ID,Canyon,30.1,67.1
ID,Caribou,12.6,85.5
ID,Cassia,13,85.3
ID,Clark,20.1,71.6
ID,Clearwater,27.9,68.8
ID,Custer,22.5,74.1
ID,Elmore,31.4,65.3
ID,Franklin,5.8,92.8
ID,Fremont,14,84.6
ID,Gem,26.1,70.9
ID,Gooding,25.1,72.2
ID,Idaho County,22.2,75.1
ID,Jefferson,11.4,86.9
ID,Jerome,25.4,71.9
ID,Kootenai,31.5,65.8
ID,Latah,49.6,45.3
ID,Lemhi,23.4,73.7
ID,Lewis,24.6,72.8
ID,Lincoln,26.4,70.3
ID,Madison,5.8,93.3
ID,Minidoka,19.9,78
ID,Nez Perce,38.3,59.2
ID,Oneida,10.4,88
ID,Owyhee,22.4,75
ID,Payette,26.7,70.7
ID,Power,33.8,64.4
ID,Shoshone,44.2,52.4
ID,Teton,42.6,54.3
ID,Twin Falls,26.8,70.3
ID,Valley,42.6,54.2
ID,Washington,25.5,72.2
IL,Adams,31.5,66.7
IL,Alexander,56.1,42.5
IL,Bond,41.2,55.9
IL,Boone,46.3,52
IL,Brown,33.3,64
IL,Bureau,48.9,49.1
IL,Calhoun,41.9,55.9
IL,Carroll,49.6,48.2
IL,Cass,42.2,55.7
IL,Champaign,52,45.2
IL,Christian,37.4,60.4
IL,Clark,33,65.5
IL,Clay,26.8,70.9
IL,Clinton,34,64
IL,Coles,43.4,54.5
IL,Cook,74,24.6
IL,Crawford,33.2,64.9
IL,Cumberland,31,66.3
IL,DeKalb,51.6,46.1
IL,DeWitt,35.4,62.4
IL,Douglas,30.8,67.6
IL,DuPage,49.7,48.7
IL,Edgar,32.8,65.6
IL,Edwards,23.4,74.5
IL,Effingham,23.2,75.3
IL,Fayette,31.8,66.4
IL,Ford,27.6,70.4
IL,Franklin,40.5,57.3
IL,Fulton,54.3,43.2
IL,Gallatin,40,58.1
IL,Greene,36,61.4
IL,Grundy,44.5,53.4
IL,Hamilton,32.2,65.2
IL,Hancock,39.4,58.5
IL,Hardin,31.8,65.9
IL,Henderson,55.5,43.2
IL,Henry,50.7,47.6
IL,Iroquois,26.7,71.4
IL,Jackson,53.4,43.1
IL,Jasper,28.5,69.7
IL,Jefferson,37.3,60.1
IL,Jersey,36.8,60.7
IL,JoDaviess,49.6,48.5
IL,Johnson,27.7,69.9
IL,Kane,49.6,48.7
IL,Kankakee,47.5,50.9
IL,Kendall,47.1,51.2
IL,Knox,57.7,40.6
IL,Lake,53.4,45.3
IL,LaSalle,48.8,49.2
IL,Lawrence,33.6,64.4
IL,Lee,45.4,52.7
IL,Livingston,33.4,64.9
IL,Logan,33,65.1
IL,McDonough,47.9,49.4
IL,McHenry,44.7,53.5
IL,McLean,43.4,54.5
IL,Macon,46.5,51.8
IL,Macoupin,45.1,52.1
IL,Madison,48.1,49.5
IL,Marion,39.5,58.7
IL,Marshall,42,56.3
IL,Mason,45.7,52.1
IL,Massac,32.2,65.9
IL,Menard,34.1,64.2
IL,Mercer,52.8,45.4
IL,Monroe,35.6,62.5
IL,Montgomery,41.7,55.9
IL,Morgan,41.2,56.6
IL,Moultrie,35.4,62.5
IL,Ogle,40.7,57.4
IL,Peoria,51.3,46.9
IL,Perry,40,57.7
IL,Piatt,35.4,62.2
IL,Pike,31.3,66.7
IL,Pope,29.2,68.1
IL,Pulaski,46.3,52
IL,Putnam,49.7,47.9
IL,Randolph,40,57.6
IL,Richland,32.4,65.3
IL,Rock Island,60.2,38.4
IL,St. Clair,56.4,41.9
IL,Saline,34.5,63.5
IL,Sangamon,44.6,53.3
IL,Schuyler,44.5,53.1
IL,Scott,35.6,62.1
IL,Shelby,32.1,65.8
IL,Stark,41.1,57.4
IL,Stephenson,46.7,51.3
IL,Tazewell,40,57.9
IL,Union,37.9,59.8
IL,Vermilion,41.2,56.9
IL,Wabash,31,67.7
IL,Warren,52.1,46.3
IL,Washington,33.1,64.7
IL,Wayne,19.7,78
IL,White,31,67
IL,Whiteside,57.7,40.4
IL,Will,51.1,47.4
IL,Williamson,36.5,61.5
IL,Winnebago,52,46.3
IL,Woodford,29.5,68.7
IN,Adams,29.2,68.7
IN,Allen,40.9,57.6
IN,Bartholomew,36.2,61.7
IN,Benton,32.4,65.1
IN,Blackford,40.7,57.2
IN,Boone,30,67.8
IN,Brown,40.3,57
IN,Carroll,33.8,64.1
IN,Cass,38,59.6
IN,Clark,44.1,54
IN,Clay,33.2,64.7
IN,Clinton,33.5,64.2
IN,Crawford,44.5,52.7
IN,Daviess,23.8,74.5
IN,Dearborn,29.2,68.9
IN,Decatur,28.5,69.1
IN,DeKalb,33.2,64.9
IN,Delaware,50.4,47.3
IN,Dubois,35.2,62.9
IN,Elkhart,36,62.5
IN,Fayette,40.3,57.2
IN,Floyd,42,56.3
IN,Fountain,31.4,65.6
IN,Franklin,27.6,70.3
IN,Fulton,32.3,65.5
IN,Gibson,33.5,64.5
IN,Grant,38,60
IN,Greene,33.1,64.6
IN,Hamilton,32,66.3
IN,Hancock,28.4,69.4
IN,Harrison,37.4,60.2
IN,Hendricks,31.7,66.5
IN,Henry,40.1,57
IN,Howard,41.7,56
IN,Huntington,29.2,69
IN,Jackson,34.9,62.4
IN,Jasper,36.2,61.7
IN,Jay,38.8,58.8
IN,Jefferson,43.7,54.1
IN,Jennings,37.3,59.7
IN,Johnson,29.8,68.2
IN,Knox,34.5,63.5
IN,Kosciusko,22.8,75.1
IN,LaGrange,31.1,66.9
IN,Lake,64.9,33.9
IN,LaPorte,55.2,42.6
IN,Lawrence,32.4,65.2
IN,Madison,46.6,51.1
IN,Marion,60.2,38.1
IN,Marshall,34.6,63.4
IN,Martin,28.5,68.8
IN,Miami,33.1,64
IN,Monroe,56.9,40.4
IN,Montgomery,29.6,68.1
IN,Morgan,28.2,69.3
IN,Newton,39.1,58.2
IN,Noble,32.2,65.7
IN,Ohio,35.3,62.5
IN,Orange,37.9,59.5
IN,Owen,34.8,62.4
IN,Parke,32.4,65
IN,Perry,54.8,43.3
IN,Pike,35.9,61.2
IN,Porter,51,47.2
IN,Posey,37.1,60.8
IN,Pulaski,35.2,62.3
IN,Putnam,32.6,65.2
IN,Randolph,37,61
IN,Ripley,29.5,68.1
IN,Rush,31.6,65.9
IN,St. Joseph,51,47.5
IN,Scott,45.9,52.1
IN,Shelby,32,65.5
IN,Spencer,41.4,56.7
IN,Starke,43.5,54.1
IN,Steuben,35.4,62.5
IN,Sullivan,38.5,59.1
IN,Switzerland,42.3,55.1
IN,Tippecanoe,47,50.6
IN,Tipton,33,64.8
IN,Union,32.8,65.2
IN,Vanderburgh,43.7,54.6
IN,Vermillion,45.3,52.1
IN,Vigo,49.5,48.6
IN,Wabash,30.9,67.1
IN,Warren,34.9,62.6
IN,Warrick,35.7,62.3
IN,Washington,36.4,60.9
IN,Wayne,41.6,56.3
IN,Wells,26.6,71.6
IN,White,36.7,60.3
IN,Whitley,29.5,68.4
KS,Allen,35.3,62.5
KS,Anderson,28.6,68.6
KS,Atchison,38.3,59
KS,Barber,20.7,76.8
KS,Barton,22.4,76
KS,Bourbon,31.9,65.7
KS,Brown,26.9,70.8
KS,Butler,28,69.8
KS,Chase,27.8,69.5
KS,Chautauqua,17.2,80
KS,Cherokee,34.2,63.7
KS,Cheyenne,16.2,81.4
KS,Clark,17.1,79.1
KS,Clay,22.6,75.8
KS,Cloud,24,72.9
KS,Coffey,23,74.5
KS,Comanche,15.4,82.6
KS,Cowley,33.9,63.7
KS,Crawford,45.5,52
KS,Decatur,17.4,79.5
KS,Dickinson,25,72.7
KS,Doniphan,26.3,71.1
KS,Douglas,60.5,36.8
KS,Edwards,21.3,76.8
KS,Elk,20.4,76.7
KS,Ellis,27.1,70.9
KS,Ellsworth,26,71.2
KS,Finney,30.4,67.3
KS,Ford,30.5,67.5
KS,Franklin,33.4,63.8
KS,Geary,42,56.4
KS,Gove,12.7,84.4
KS,Graham,18.8,79.2
KS,Grant,19.7,78.6
KS,Gray,16,82.5
KS,Greeley,16.8,81.1
KS,Greenwood,24.1,73.4
KS,Hamilton,18.6,79.1
KS,Harper,23,73.8
KS,Harvey,37.4,60.5
KS,Haskell,14.9,83.5
KS,Hodgeman,17,81.6
KS,Jackson,34.2,63.5
KS,Jefferson,37.3,60.2
KS,Jewell,15.2,82.6
KS,Johnson,40.1,58
KS,Kearny,19.5,79
KS,Kingman,22.9,74.1
KS,Kiowa,14.1,85.6
KS,Labette,38.9,59
KS,Lane,18.5,79.8
KS,Leavenworth,38.8,59
KS,Lincoln,19.5,78.7
KS,Linn,25.8,71.7
KS,Logan,14.9,83.3
KS,Lyon,42.8,54.7
KS,McPherson,28.1,69.6
KS,Marion,25.5,72
KS,Marshall,31,66.7
KS,Meade,15.4,84.6
KS,Miami,31.7,66.4
KS,Mitchell,19.7,78.4
KS,Montgomery,28.2,69.6
KS,Morris,27.9,69.3
KS,Morton,14.4,84.2
KS,Nemaha,19.9,78.2
KS,Neosho,31.6,65.9
KS,Ness,14.9,84
KS,Norton,17.1,80.8
KS,Osage,32.9,64
KS,Osborne,17.8,80.4
KS,Ottawa,19,78.3
KS,Pawnee,27.4,70.5
KS,Phillips,14.8,83.4
KS,Pottawatomie,24.6,71.9
KS,Pratt,26,72.8
KS,Rawlins,13,85
KS,Reno,33,64.5
KS,Republic,17.8,79.5
KS,Rice,24.8,72.6
KS,Riley,42.4,55.1
KS,Rooks,15.2,82.2
KS,Rush,23.3,74.3
KS,Russell,18.6,79.8
KS,Saline,32.7,64.9
KS,Scott,13.4,84.3
KS,Sedgwick,39,58.7
KS,Seward,28.1,70.5
KS,Shawnee,48,49.7
KS,Sheridan,12.5,86.1
KS,Sherman,22.1,75.5
KS,Smith,17.4,80.6
KS,Stafford,22,75.4
KS,Stanton,18.9,80.1
KS,Stevens,12.1,86.3
KS,Sumner,29.1,68.6
KS,Thomas,17,80.5
KS,Trego,18.7,79.7
KS,Wabaunsee,28.1,69.1
KS,Wallace,8.7,89.9
KS,Washington,18,80.3
KS,Wichita,15.9,83.2
KS,Wilson,22,76
KS,Woodson,26.3,71.8
KS,Wyandotte,67.3,30.9
KY,Adair,21.8,76.9
KY,Allen,25.5,73
KY,Anderson,32.1,66.1
KY,Ballard,30.5,68
KY,Barren,32.6,65.9
KY,Bath,42.9,55.2
KY,Bell,23.5,75.2
KY,Boone,29.8,68.4
KY,Bourbon,38.9,59.3
KY,Boyd,40.8,57.2
KY,Boyle,36.1,62.3
KY,Bracken,35.5,62.8
KY,Breathitt,31.2,66.3
KY,Breckinridge,35.5,63.1
KY,Bullitt,31.4,67.1
KY,Butler,25.6,73.5
KY,Caldwell,31.6,66.6
KY,Calloway,35.3,62.7
KY,Campbell,37.5,60.3
KY,Carlisle,28.6,70.1
KY,Carroll,44.3,54.3
KY,Carter,38,59.3
KY,Casey,17.8,80.5
KY,Christian,37.6,61.4
KY,Clark,33.9,64.4
KY,Clay,15,83.7
KY,Clinton,17.1,81.2
KY,Crittenden,24.9,73.7
KY,Cumberland,21,77.7
KY,Daviess,38.5,59.6
KY,Edmonson,29.5,69.3
KY,Elliott,49.4,46.9
KY,Estill,26.2,72.3
KY,Fayette,49.3,48.3
KY,Fleming,33.1,65.4
KY,Floyd,31.8,65.7
KY,Franklin,49.4,48.6
KY,Fulton,41.2,57.4
KY,Gallatin,40.5,57.5
KY,Garrard,23.5,75
KY,Grant,32.7,65.8
KY,Graves,29.3,69.1
KY,Grayson,29.6,69.1
KY,Green,24,74.8
KY,Greenup,39.8,58.4
KY,Hancock,44.4,53.5
KY,Hardin,38.8,59.6
KY,Harlan,17.2,81.2
KY,Harrison,34.5,63.6
KY,Hart,34.5,64.3
KY,Henderson,43.5,55.3
KY,Henry,38.4,59.8
KY,Hickman,32.1,66.9
KY,Hopkins,29.3,69.2
KY,Jackson,12.1,86.2
KY,Jefferson,54.8,43.7
KY,Jessamine,29.1,69
KY,Johnson,19.1,78.5
KY,Kenton,36.8,61.2
KY,Knott,24.9,72.5
KY,Knox,22.4,76.3
KY,LaRue,30.1,67.9
KY,Laurel,17.4,81
KY,Lawrence,27.2,71.4
KY,Lee,22.7,75.4
KY,Leslie,8.7,89.7
KY,Letcher,19.4,77.8
KY,Lewis,28.1,69.7
KY,Lincoln,28.2,70.1
KY,Livingston,29.8,68.5
KY,Logan,33,65.6
KY,Lyon,35.8,62.8
KY,McCracken,32.9,65.4
KY,McCreary,18.7,80
KY,McLean,34.1,64.4
KY,Madison,34.6,63.4
KY,Magoffin,29.2,69.1
KY,Marion,46.7,51.9
KY,Marshall,32,66.2
KY,Martin,15,83.2
KY,Mason,37.7,61
KY,Meade,37.8,60.5
KY,Menifee,40.3,57.1
KY,Mercer,29.9,68.6
KY,Metcalfe,34.1,64
KY,Monroe,19.7,79.3
KY,Montgomery,36.1,62.4
KY,Morgan,30.6,67.6
KY,Muhlenberg,37.5,60.9
KY,Nelson,41.1,57.6
KY,Nicholas,36.7,61.4
KY,Ohio,31,67.1
KY,Oldham,30.9,67.5
KY,Owen,33,65.2
KY,Owsley,17.9,80.9
KY,Pendleton,33.6,64.3
KY,Perry,20,78.5
KY,Pike,23.9,74.4
KY,Powell,36.5,61.4
KY,Pulaski,19.1,79.7
KY,Robertson,36.4,61.9
KY,Rockcastle,17.6,80.9
KY,Rowan,45,52.8
KY,Russell,18.3,80.3
KY,Scott,36.6,61.7
KY,Shelby,35.6,63.2
KY,Simpson,37.4,61.4
KY,Spencer,30.2,67.9
KY,Taylor,30,69
KY,Todd,29.7,68.8
KY,Trigg,31.4,67.1
KY,Trimble,38.3,60.3
KY,Union,32.5,66.1
KY,Warren,38.3,60.1
KY,Washington,32,67
KY,Wayne,25.7,73.4
KY,Webster,32.3,65.9
KY,Whitley,20.5,78.3
KY,Wolfe,38.1,60.3
KY,Woodford,39.6,58.5
LA,Acadia,24.4,74.3
LA,Allen,28.1,69.8
LA,Ascension,32,66.3
LA,Assumption,43.3,55.3
LA,Avoyelles,35.7,62.6
LA,Beauregard,19.9,78.1
LA,Bienville,48.5,50.5
LA,Bossier,26.7,72
LA,Caddo,51.9,47
LA,Calcasieu,34.7,63.4
LA,Caldwell,21.5,77.2
LA,Cameron,10.9,87.1
LA,Catahoula,33.6,65.4
LA,Claiborne,44.8,54.2
LA,Concordia,40.9,58.1
LA,DeSoto,42.5,56.3
LA,East Baton Rouge,51.8,46.6
LA,East Carroll,66.3,33.2
LA,East Feliciana,45.5,52.9
LA,Evangeline,33.8,64.5
LA,Franklin,31.3,67.4
LA,Grant,16.4,81.7
LA,Iberia,36.3,62.6
LA,Iberville,56.1,42.7
LA,Jackson,30.6,68.2
LA,Jefferson,39.8,58.2
LA,Jeff Davis,25.4,72.9
LA,Lafayette,32.2,65.9
LA,Lafourche,24.6,73.2
LA,LaSalle,11.6,87.1
LA,Lincoln,41.9,56.6
LA,Livingston,13.8,84.2
LA,Madison,60.8,38.6
LA,Morehouse,46.7,52.3
LA,Natchitoches,46,52.6
LA,Orleans,80.3,17.8
LA,Ouachita,38.9,59.8
LA,Plaquemines,35.1,63.2
LA,Pointe Coupee,44.8,53.9
LA,Rapides,34.5,64.1
LA,Red River,46.9,51.7
LA,Richland,35.4,63.6
LA,Sabine,21.8,77
LA,St. Bernard,36.2,60.9
