state,county,Obama,Romney
TN,Weakley,28.8,69.7
TN,White,30.6,67.8
TN,Williamson,26,72.7
TN,Wilson,28.5,70.1
TX,Anderson,23.5,75.7
TX,Andrews,17.7,81.2
TX,Angelina,27.6,71.5
TX,Aransas,28,70.8
TX,Archer,12.6,86.5
TX,Armstrong,10.5,88.6
TX,Atascosa,40.4,58.7
TX,Austin,19.4,79.6
TX,Bailey,25.7,73.7
TX,Bandera,19.7,78.7
TX,Bastrop,40.3,57.3
TX,Baylor,16.8,81.5
TX,Bee,43.8,55.3
TX,Bell,41.2,57.6
TX,Bexar,51.6,47
TX,Blanco,24.5,73.2
TX,Borden,8.8,89.5
TX,Bosque,18.6,80.1
TX,Bowie,28.8,70.3
TX,Brazoria,32.3,66.4
TX,Brazos,31.2,66.5
TX,Brewster,45.7,51.1
TX,Briscoe,16.7,82.3
TX,Brooks,78.5,21.1
TX,Brown,13.7,85.3
TX,Burleson,26.4,72.4
TX,Burnet,21.9,76.5
TX,Caldwell,43.3,54.4
TX,Calhoun,37.2,61.4
TX,Callahan,14.5,84.2
TX,Cameron,65.7,33.4
TX,Camp,33,66.4
TX,Carson,10.5,88.3
TX,Cass,24.8,74.4
TX,Castro,29.7,69.4
TX,Chambers,18.9,80.1
TX,Cherokee,24,75
TX,Childress,16,83.4
TX,Clay,14.6,84.4
TX,Cochran,27.9,70.7
TX,Coke,12.7,86.5
TX,Coleman,12.7,86.3
TX,Collin,33.5,65.1
TX,Collingsworth,15.4,83.7
TX,Colorado,25,74.3
TX,Comal,22.2,76.3
TX,Comanche,18.2,80.5
TX,Concho,19.4,79.2
TX,Cooke,15.7,83.3
TX,Coryell,31.1,67.6
TX,Cottle,24.4,74.8
TX,Crane,21.4,76.8
TX,Crockett,32.9,65.7
TX,Crosby,35.8,63.3
TX,Culberson,64.6,33.6
TX,Dallam,16.5,81.5
TX,Dallas,57.1,41.7
TX,Dawson,27.9,71.2
TX,Deaf Smith,28.8,70.6
TX,Delta,22.5,75.5
TX,Denton,33.3,65
TX,De Witt,22.1,77.2
TX,Dickens,21.2,77.8
TX,Dimmit,73.4,26.1
TX,Donley,14.7,83.9
TX,Duval,76.7,22.5
TX,Eastland,14.9,83.8
TX,Ector,25,73.9
TX,Edwards,26.3,72.6
TX,Ellis,25.7,73.2
TX,El Paso,65.6,33
TX,Erath,15.8,82.8
TX,Falls,37.4,61.8
TX,Fannin,23,75.5
TX,Fayette,21.9,76.9
TX,Fisher,31.4,67.2
TX,Floyd,26.4,73
TX,Foard,28.4,70.2
TX,Fort Bend,46.1,52.9
TX,Franklin,17.6,81
TX,Freestone,24.4,74.6
TX,Frio,59.9,39.3
TX,Gaines,13.2,85.7
TX,Galveston,35.9,62.8
TX,Garza,17.7,81.1
TX,Gillespie,16.4,82.2
TX,Glasscock,7.6,91
TX,Goliad,32.6,66.5
TX,Gonzales,29.4,69.8
TX,Gray,12,87.2
TX,Grayson,25.3,73.2
TX,Gregg,29.8,69.3
TX,Grimes,27.2,71.4
TX,Guadalupe,31.8,66.9
TX,Hale,25.4,73.2
TX,Hall,23.9,75.1
TX,Hamilton,16.6,82.2
TX,Hansford,8.1,91.2
TX,Hardeman,20.2,78.7
TX,Hardin,15.8,83.3
TX,Harris,49.4,49.3
TX,Harrison,32.3,66.9
TX,Hartley,9.6,89.3
TX,Haskell,27.5,70.9
TX,Hays,43.3,53.7
TX,Hemphill,12.7,86
TX,Henderson,22.1,76.9
TX,Hidalgo,70.4,28.6
TX,Hill,22.8,75.9
TX,Hockley,20.8,77.9
TX,Hood,17.1,81.7
TX,Hopkins,21.8,77.2
TX,Houston,27.5,71.8
TX,Howard,20.3,78.5
TX,Hudspeth,44,54.7
TX,Hunt,23.8,75
TX,Hutchinson,13.2,85.9
TX,Irion,14.2,84.8
TX,Jack,10.4,88.8
TX,Jackson,21.3,77.8
TX,Jasper,25.3,73.7
TX,Jeff Davis,37,60.4
TX,Jefferson,50.4,48.8
TX,Jim Hogg,78,21.4
TX,Jim Wells,58.2,41.2
TX,Johnson,21.5,77.1
TX,Jones,22,76.6
TX,Karnes,31.7,67.5
TX,Kaufman,27.3,71.7
TX,Kendall,17.1,81.6
TX,Kenedy,49.4,50
TX,Kent,16.3,82.7
TX,Kerr,19.8,79
TX,Kimble,11.5,88.2
TX,King,3.4,95.9
TX,Kinney,36.6,61.8
TX,Kleberg,53.4,45.6
TX,Knox,22,76.8
TX,Lamar,24.3,74.6
TX,Lamb,24.4,74.7
TX,Lampasas,20.4,78.2
TX,La Salle,58.6,40.6
TX,La Vaca,17.2,82
TX,Lee,26.2,72.5
TX,Leon,15.3,83.7
TX,Liberty,22.9,76.2
TX,Limestone,29.2,69.9
TX,Lipscomb,10.2,89.4
TX,Live Oak,22.3,76.8
TX,Llano,19.1,79.6
TX,Loving,14.1,84.4
TX,Lubbock,28.8,69.7
TX,Lynn,25.1,74.4
TX,Madison,24,75.2
TX,Marion,34.8,63.9
TX,Martin,15.5,84
TX,Mason,19.3,79.5
TX,Matagorda,32.8,66.3
TX,Maverick,78.6,20.6
TX,McCulloch,17.9,80.8
TX,McLennan,34.5,64.3
TX,McMullen,13.2,85.8
TX,Medina,29.8,69.1
TX,Menard,20.1,78.4
TX,Midland,18.6,80.1
TX,Milam,32,66.6
TX,Mills,12.7,85.7
TX,Mitchell,23.2,75.9
TX,Montague,14.4,84.5
TX,Montgomery,19,79.7
TX,Moore,19.3,79.6
TX,Morris,36.2,62.9
TX,Motley,9.2,89.8
TX,Nacogdoches,31.3,67.5
TX,Navarro,28.4,70.8
TX,Newton,27.8,71.1
TX,Nolan,26.6,71.8
TX,Nueces,47.7,50.9
TX,Ochiltree,8.5,90.9
TX,Oldham,8.2,90.9
TX,Orange,22.3,76.6
TX,Palo Pinto,19.4,79.2
TX,Panola,21.6,77.7
TX,Parker,16.5,82.3
TX,Parmer,20.7,78.8
TX,Pecos,38.4,60.6
TX,Polk,25.4,73.6
TX,Potter,26.9,71.6
TX,Presidio,70.4,27.9
TX,Rains,18.5,80.3
TX,Randall,15.2,83.4
TX,Reagan,18.7,80.2
TX,Real,18.1,80.6
TX,Red River,29.2,69.9
TX,Reeves,57.5,41.3
TX,Refugio,37.3,62.1
TX,Roberts,5.7,92.9
TX,Robertson,38.4,60.7
TX,Rockwall,22.8,76
TX,Runnels,14.1,84.7
TX,Rusk,24,75.1
TX,Sabine,17.6,81.5
TX,San Augustine,32.3,66.9
TX,San Jacinto,25.1,73.9
TX,San Patricio,39.1,59.8
TX,San Saba,14.3,84.4
TX,Schleicher,21.8,77.3
TX,Scurry,16.7,82.1
TX,Shackelford,9.6,89.4
TX,Shelby,25,74.2
TX,Sherman,11.7,87.5
TX,Smith,26.1,73
TX,Somervell,17.4,81.5
TX,Starr,86.4,13
TX,Stephens,13.9,84.9
TX,Sterling,6.3,92.9
TX,Stonewall,23.7,75.1
TX,Sutton,24.8,74.5
TX,Swisher,25.6,73
TX,Tarrant,41.4,57.1
TX,Taylor,22.5,76.1
TX,Terrell,33.3,64.7
TX,Terry,28.6,70.2
TX,Throckmorton,13.4,86.1
TX,Titus,30,69
TX,Tom Green,25.3,73.2
TX,Travis,60.2,36.2
TX,Trinity,25.9,72.8
TX,Tyler,21.8,77.3
TX,Upshur,19.6,79.4
TX,Upton,25.6,73.3
TX,Uvalde,45.4,53.7
TX,Val Verde,52.1,46.6
TX,Van Zandt,16.2,82.8
TX,Victoria,30.5,68.3
TX,Walker,35.1,63.5
TX,Waller,40.8,58.3
TX,Ward,25.8,73
TX,Washington,23.5,75.5
TX,Webb,76.6,22.6
TX,Wharton,30.1,69.2
TX,Wheeler,10.9,88.3
TX,Wichita,25.6,72.7
TX,Wilbarger,24.4,74.3
TX,Willacy,71.1,28
TX,Williamson,37.9,59.5
TX,Wilson,28,71
TX,Winkler,22.8,76.3
TX,Wise,15.6,83
TX,Wood,17.4,81.6
TX,Yoakum,19.2,79.8
TX,Young,13.6,85.1
TX,Zapata,71.3,28.1
TX,Zavala,83.3,15.7
VA,Accomack,47.8,51.3
VA,Albemarle,55.3,43.3
VA,Alleghany,47.5,50.2
VA,Amelia,36.1,62.8
VA,Amherst,39.5,59.3
VA,Appomattox,31,67.4
VA,Arlington,69.2,29.4
VA,Augusta,28.1,70.3
VA,Bath,40.3,57.4
VA,Bedford,26.8,71.9
VA,Bland,25,73
VA,Botetourt,29.9,68.5
VA,Brunswick,62.2,36.9
VA,Buchanan,32.1,66.8
VA,Buckingham,50.3,47.9
VA,Campbell,29.6,69
VA,Caroline,53.4,45.2
VA,Carroll,28.4,67.8
VA,Charles City,65.8,33.1
VA,Charlotte,42.4,56.1
VA,Chesterfield,45.8,52.9
VA,Clarke,41.9,55.6
VA,Craig,31.2,66
VA,Culpeper,41,57.4
VA,Cumberland,48.1,50.4
VA,Dickenson,35.9,62.1
VA,Dinwiddie,48.2,50.7
VA,Essex,53.1,45.9
VA,Fairfax,59.3,39.5
VA,Fauquier,39.3,59.3
VA,Floyd,35.8,61.3
VA,Fluvanna,46.3,52.5
VA,Franklin,34.1,62.6
VA,Frederick,35,63
VA,Giles,36.2,61.8
VA,Gloucester,35.1,63.1
VA,Goochland,35.2,63.6
VA,Grayson,29.3,67.2
VA,Greene,36.5,61.8
VA,Greensville,63.7,35.9
VA,Halifax,46.6,52.2
VA,Hanover,31,67.7
VA,Henrico,55.3,43.6
VA,Henry,41.4,56.1
VA,Highland,32.5,65.5
VA,Isle of Wight,42.1,56.8
VA,James City,43.4,55.5
VA,King and Queen,47.8,51.1
VA,King George,39.7,58.5
VA,King William,37.5,61.4
VA,Lancaster,44.6,53.2
VA,Lee,27,71.4
VA,Loudoun,51.6,47.1
VA,Louisa,42.4,56.1
VA,Lunenburg,46.9,51.9
VA,Madison,40,58.6
VA,Mathews,33.7,65
VA,Mecklenburg,45.8,53
VA,Middlesex,39.1,59.7
VA,Montgomery,48.6,48.9
VA,Nelson,50.7,48
VA,New Kent,32.5,66.2
VA,Northampton,57.7,41.3
VA,Northumberland,42.2,57.1
VA,Nottoway,48.9,49.8
VA,Orange,42.1,56.6
VA,Page,36.5,62.2
VA,Patrick,29.3,68.2
VA,Pittsylvania,35.5,63
VA,Powhatan,26.3,72.4
VA,Prince Edward,55.6,42.8
VA,Prince George,44.7,54.4
VA,Prince William,57.4,41.4
VA,Pulaski,36.1,60.8
VA,Rappahannock,45.5,53.3
VA,Richmond,41.8,57.3
VA,Roanoke,36.4,62
VA,Rockbridge,40.2,58.1
VA,Rockingham,28.9,69.5
VA,Russell,30.8,67.8
VA,Scott,24,74.7
VA,Shenandoah,33.5,64.9
VA,Smyth,32.7,65.7
VA,Southampton,47.9,51.1
VA,Spotsylvania,43.5,55.1
VA,Stafford,45,53.7
VA,Surry,59.8,38.8
VA,Sussex,61.8,37.3
VA,Tazewell,20.7,78.2
VA,Warren,38.8,59.3
VA,Washington,27.7,70.9
VA,Westmoreland,47.8,47.4
VA,Wise,25.1,73.9
VA,Wythe,30.7,67.5
VA,York,38.9,59.6
VA,Alexandria,71.4,27.5
VA,Bedford City,43.8,54.6
VA,Bristol,33.8,64.9
VA,Buena Vista,36.4,61.9
VA,Charlottesville,75.8,22.4
VA,Chesapeake,50,48.9
VA,Colonial Heights,29.6,69.1
VA,Covington,56.6,41.9
VA,Danville,60.6,38.5
VA,Emporia,66.6,32.9
VA,Fairfax City,57.3,41.1
VA,Falls Church,69.1,29.6
VA,Franklin City,65,34.4
VA,Fredericksburg,62.4,35.6
VA,Galax,39.6,58.6
VA,Hampton,72.1,26.8
VA,Harrisonburg,55.7,42.2
VA,Hopewell,57.5,41.5
VA,Lexington,55.4,42.8
VA,Lynchburg,43.9,54.5
VA,Manassas,55.9,42.6
VA,Manassas Park,62.1,36.7
VA,Martinsville,61.4,36.8
VA,Newport News,64.4,34.4
VA,Norfolk,71.4,27.4
VA,Norton,38.1,60.2
VA,Petersburg,90,9.6
VA,Poquoson,23.7,74.8
VA,Portsmouth,69.3,29.6
VA,Radford,50.8,46.8
VA,Richmond City,77.1,21.4
VA,Roanoke City,59.2,37.7
VA,Salem,38.8,59.4
VA,Staunton,51.2,47.1
VA,Suffolk,57.1,41.9
VA,Virginia Beach,48.1,50.6
VA,Waynesboro,43.7,54.6
VA,Williamsburg,63.5,34.7
VA,Winchester,49.6,48.2
VT,Addison,52.4,45.7
VT,Albany,64.6,33.2
VT,Alburg,64.6,34.3
VT,Andover,59.6,37.6
VT,Arlington,60.4,37.7
VT,Athens,57.9,37.9
VT,Bakersfield,66.2,32.6
VT,Baltimore,54.8,40
VT,Barnard,65,33.7
VT,Barnet,60.4,37.7
VT,Barre,63.6,34.3
VT,Barre Town,54.5,44.4
VT,Barton,62.6,36.4
VT,Belvidere,57.7,40.1
VT,Bennington,70.6,27.5
VT,Benson,64,33.8
VT,Berkshire,60.3,38.6
VT,Berlin,63.6,34.1
VT,Bethel,66.5,31.5
VT,Bloomfield,59.2,40.8
VT,Bolton,71.8,26.7
VT,Bradford,63.1,34.8
VT,Braintree,64.7,33.5
VT,Brandon,67,31.6
VT,Brattleboro,82.1,16.3
VT,Bridgewater,65.4,32.6
VT,Bridport,53.6,43.7
VT,Brighton,56.3,42
VT,Bristol,69.3,28.4
VT,Brookfield,66.2,31.3
VT,Brookline,69.4,29.5
VT,Brownington,59.5,39
VT,Brunswick,63.3,36.7
VT,Burke,60.4,38.1
VT,Burlington,82.4,14.9
VT,Cabot,66.8,30.3
VT,Calais,76.1,21
VT,Cambridge,70.8,27.2
VT,Canaan,60.9,36.9
VT,Castleton,57.7,40.7
VT,Cavendish,58.6,39
VT,Charleston,59.4,39.2
VT,Charlotte,70.1,27.5
VT,Chelsea,53.5,45.1
VT,Chester,65.3,32.9
VT,Chittenden,57.9,40.5
VT,Clarendon,52.8,45.5
VT,Colchester,63.3,35
VT,Concord,54,43.6
VT,Corinth,61.7,36.3
VT,Cornwall,72.9,25.9
VT,Coventry,61.2,37.7
VT,Craftsbury,70.3,24.4
VT,Danby,59.5,37.5
VT,Danville,58.7,40.2
VT,Derby,58.4,40.2
VT,Dorset,63.2,35.2
VT,Dover,57.7,39.9
VT,Dummerston,77.7,20.3
VT,Duxbury,72.6,26.4
VT,East Haven,55.7,41.8
VT,East Montpelier,72.9,25.5
VT,Eden,67.4,30.7
VT,Elmore,71.4,25.8
VT,Enosburgh,65.4,32.6
VT,Essex,63.8,35
VT,Fairfax,59.9,38.8
VT,Fairfield,63.5,35.2
VT,Fair Haven,61.5,36.2
VT,Fairlee,68.4,29
VT,Fayston,72,25.8
VT,Ferrisburg,64.3,33.5
VT,Fletcher,68.2,30.2
VT,Franklin,52.4,46.5
VT,Georgia,56.3,42.1
VT,Glover,69.3,27.5
VT,Goshen,67.5,28.5
VT,Grafton,65.8,31.7
VT,Granby,63.6,34.1
VT,Grand Isle,60.6,37.2
VT,Granville,81.6,14.9
VT,Greensboro,73.5,24.8
VT,Groton,49.4,47.6
VT,Guildhall,51.7,44.8
VT,Guilford,75.4,23.1
VT,Halifax,65.2,34.1
VT,Hancock,66.4,31.5
VT,Hardwick,69,28.7
VT,Hartford,69.4,29.4
VT,Hartland,70.4,28.6
VT,Highgate,57,42
VT,Hinesburg,72,26.9
VT,Holland,57.8,40.9
VT,Hubbardton,59.3,39.6
VT,Huntington,77,21
VT,Hyde Park,71.1,27.4
VT,Ira,57.4,41.7
VT,Irasburg,54.9,44.3
VT,Isle La Motte,59.9,38.7
VT,Jamaica,74.3,23.6
VT,Jay,62.8,35.2
VT,Jericho,65.2,33.6
VT,Johnson,72.1,26.1
VT,Killington,57.7,40.5
VT,Kirby,65.3,32.2
VT,Landgrove,80.4,19.6
VT,Leicester,61,36.7
VT,Lemington,53.8,44.2
VT,Lincoln,74.3,23.1
VT,Londonderry,61.5,37.2
VT,Lowell,60.5,37.9
VT,Ludlow,59.1,39.6
VT,Lunenburg,53.4,43.9
VT,Lyndon,55.6,42.2
VT,Maidstone,48.1,50
VT,Manchester,62.1,36.7
VT,Marlboro,84.5,12.8
VT,Marshfield,65.1,31.6
VT,Mendon,54.1,44.4
VT,Middlebury,78.6,19.7
VT,Middlesex,76.1,21.8
VT,Middletown Springs,61.7,37
VT,Milton,55.9,42.5
VT,Monkton,67.7,30.8
VT,Montgomery,69.3,29.4
VT,Montpelier,82.3,15.6
VT,Moretown,69.9,27.5
VT,Morgan,47.6,51.5
VT,Morristown,71.6,26.9
VT,Mount Holly,59,39.5
VT,Mount Tabor,61,39
VT,Newark,57.3,37.9
VT,Newbury,61.3,36.9
VT,Newfane,77.2,21.1
VT,New Haven,66.3,32.9
VT,Newport,62,35.8
VT,Newport Town,59.1,39.4
VT,Northfield,65.5,32.6
VT,North Hero,54.7,43.7
VT,Norton,48.4,47.3
VT,Norwich,85.1,13.6
VT,Orange,49.2,48.6
VT,Orwell,53.9,44.5
VT,Panton,62.5,36.6
VT,Pawlet,63.2,34.8
VT,Peacham,70.9,27.9
VT,Peru,73.4,25.2
VT,Pittsfield,56.9,41.3
VT,Pittsford,61.2,37.4
VT,Plainfield,78.5,18.2
VT,Plymouth,56.8,40.8
VT,Pomfret,72.1,26.9
VT,Poultney,63.2,34.5
VT,Pownal,66.2,32
VT,Proctor,62.4,36.8
VT,Putney,83.1,14.7
VT,Randolph,66.5,31.3
VT,Reading,69.4,27.3
VT,Readsboro,63.2,34.3
VT,Richford,65.1,33.7
VT,Richmond,71.5,27
VT,Ripton,80.2,17.4
VT,Rochester,71.5,26.7
VT,Rockingham,74.5,23.7
VT,Roxbury,68.5,27.3
VT,Royalton,69.1,28.2
VT,Rupert,62.5,36
VT,Rutland,62.6,35.7
VT,Rutland Town,53.3,45.3
VT,Ryegate,62,36.4
VT,St. Albans,66.2,31.2
VT,St. Albans Town,57.5,41.4
VT,St. George,67.2,31.6
VT,St. Johnsbury,61.3,37
VT,Salisbury,66.2,31.8
VT,Sandgate,58.5,39.6
VT,Searsburg,47.1,41.2
VT,Shaftsbury,62.6,36.2
VT,Sharon,70.6,28.7
VT,Sheffield,63.9,32.6
VT,Shelburne,68.1,31
VT,Sheldon,61.3,36.5
VT,Shoreham,65.3,32.5
VT,Shrewsbury,59.3,38.4
VT,South Burlington,69.3,29.2
VT,South Hero,66.8,32
VT,Springfield,62.3,35.8
VT,Stamford,59.2,38
VT,Stannard,73.9,20.7
VT,Starksboro,70,27.7
VT,Stockbridge,67.7,31
VT,Stowe,68.2,30.2
VT,Strafford,81,16.5
VT,Stratton,51,49
VT,Sudbury,65,33.3
VT,Sunderland,64.3,34.2
VT,Sutton,59.6,39.2
VT,Swanton,60,38.9
VT,Thetford,77.8,20.3
VT,Tinmouth,60.8,37.5
VT,Topsham,56.7,40.9
VT,Townshend,69.3,29.5
VT,Troy,61.7,37
VT,Tunbridge,66,31.5
VT,Underhill,67.3,31
VT,Vergennes,70.8,28
VT,Vernon,52.2,46
VT,Vershire,67.3,30.1
VT,Victory,62.5,37.5
VT,Waitsfield,75.9,21.8
VT,Walden,64.1,33.4
VT,Wallingford,59.3,38.1
VT,Waltham,67.8,28.8
VT,Wardsboro,64.4,34
VT,Warren,78.1,19.9
VT,Washington,60.3,37.4
VT,Waterbury,73.3,24.2
VT,Waterford,52.5,46.2
VT,Waterville,69.8,29.3
VT,Weathersfield,62.9,35.7
VT,Wells,51.5,44.7
VT,West Fairlee,66.3,31.6
VT,Westfield,58.8,38.8
VT,Westford,65.5,33.2
VT,West Haven,63.2,35.2
VT,Westminster,76.8,21.4
VT,Westmore,52.3,46.2
VT,Weston,67.6,31.2
VT,West Rutland,59.7,39.1
VT,West Windsor,66.9,32.3
VT,Weybridge,74.1,23.5
VT,Wheelock,58.5,39.2
VT,Whiting,70.7,28.7
VT,Whitingham,61.6,37
VT,Williamstown,59.2,38.7
VT,Williston,65.2,33.2
VT,Wilmington,66.9,31.6
VT,Windham,67,32.1
VT,Windsor,72,26.1
VT,Winhall,59.5,37.9
VT,Winooski,76,21.6
VT,Wolcott,69.7,28.6
VT,Woodbury,65.6,32.5
VT,Woodford,71.3,26.3
VT,Woodstock,72,26.9
VT,Worcester,76.5,20.4
WA,Adams,32.2,66.1
WA,Asotin,40.4,57.1
WA,Benton,35.3,62.3
WA,Chelan,40.4,57.3
WA,Clallam,48.9,48.5
WA,Clark,48.9,48.8
WA,Columbia,28.5,69.5
WA,Cowlitz,51,46.6
WA,Douglas,34.4,63.3
WA,Ferry,37.6,58
WA,Franklin,36.3,61.5
WA,Garfield,26.3,71.5
WA,Grant,32.3,65
WA,Grays Harbor,55.6,41.6
WA,Island,51,46.6
WA,Jefferson,64,32.7
WA,King,68.8,28.9
WA,Kitsap,54.3,43.2
WA,Kittitas,42.6,55.3
WA,Klickitat,44.3,52.1
WA,Lewis,37.1,60.6
WA,Lincoln,28.4,69.3
WA,Mason,52.2,45.3
WA,Okanogan,41.1,56
WA,Pacific,54.3,42.8
WA,Pend Oreille,37.6,59.3
WA,Pierce,54.3,43.4
WA,San Juan,67.1,29.6
WA,Skagit,51.7,45.9
WA,Skamania,48,49.3
WA,Snohomish,56.9,40.7
WA,Spokane,45.5,51.9
WA,Stevens,34.8,62.5
WA,Thurston,58.1,39.1
WA,Wahkiakum,47.7,48.8
WA,Walla Walla,37.7,60
WA,Whatcom,54.6,42.5
WA,Whitman,46.5,50.2
WA,Yakima,41.5,56.7
WI,Adams,54,45.2
WI,Ashland,64.6,33.8
WI,Barron,48.2,50.5
WI,Bayfield,61.7,36.9
WI,Brown,48.6,50.4
WI,Buffalo,50.9,47.8
WI,Burnett,46.1,52.6
WI,Calumet,43.6,55.1
WI,Chippewa,49.2,49.7
WI,Clark,44.9,53.8
WI,Columbia,56.3,42.7
WI,Crawford,59.3,39.3
WI,Dane,71.1,27.6
WI,Dodge,42.2,56.8
WI,Door,53,46.1
WI,Douglas,65,33.7
WI,Dunn,51.6,46.6
WI,Eau Claire,56.1,42.5
WI,Florence,36.4,62.8
WI,Fond du Lac,42,56.9
WI,Forest,52.1,46.8
WI,Grant,56.2,42.4
WI,Green,58,40.7
WI,Green Lake,39.2,59.8
WI,Iowa,64.7,34.4
WI,Iron,49.3,49.4
WI,Jackson,57,42
WI,Jefferson,45.6,53.2
WI,Juneau,52.9,45.8
WI,Kenosha,55.6,43.3
WI,Kewaunee,46.8,52.2
WI,La Crosse,58,40.7
WI,Lafayette,57.2,41.8
WI,Langlade,43.6,55.4
WI,Lincoln,49.8,49.1
WI,Manitowoc,48,50.8
WI,Marathon,46.4,52.5
WI,Marinette,47.6,51.2
WI,Marquette,51.8,47.3
WI,Menominee,86.6,13
WI,Milwaukee,66.8,32.3
WI,Monroe,49,49.7
WI,Oconto,44.7,54.2
WI,Oneida,48.4,50.5
WI,Outagamie,48.4,50.2
WI,Ozaukee,34.3,64.8
WI,Pepin,50.7,48.5
WI,Pierce,48.8,49.6
WI,Polk,44.7,53.7
WI,Portage,56.3,42.4
WI,Price,49.3,49.3
WI,Racine,51.4,47.8
WI,Richland,57.5,41.4
WI,Rock,61.1,37.9
WI,Rusk,47.3,51.2
WI,St. Croix,43.2,55.4
WI,Sauk,58.8,40.3
WI,Sawyer,49.8,49.3
WI,Shawano,44.5,54.5
WI,Sheboygan,44.8,54.2
WI,Taylor,39.6,59
WI,Trempealeau,56.5,42.4
WI,Vernon,56.5,41.8
WI,Vilas,43,56.1
WI,Walworth,43.2,55.6
WI,Washburn,48,50.8
WI,Washington,29.5,69.6
WI,Waukesha,32.2,67
WI,Waupaca,44.8,54.2
WI,Waushara,44.4,54.6
WI,Winnebago,51.1,47.4
WI,Wood,47.8,50.8
WV,Barbour,30.7,66.4
WV,Berkeley,38.4,59.7
WV,Boone,32.9,64.2
WV,Braxton,41.7,56.6
WV,Brooke,43.2,54.4
WV,Cabell,42.1,56
WV,Calhoun,37.1,59.7
WV,Clay,30.8,65.5
WV,Doddridge,20.8,76.9
WV,Fayette,38.4,59.4
WV,Gilmer,33.4,63.7
WV,Grant,15.6,82.6
WV,Greenbrier,36.4,61.2
WV,Hampshire,28.8,69.2
WV,Hancock,38.1,59.7
WV,Hardy,28.7,68.4
WV,Harrison,37.2,60.7
WV,Jackson,33.4,64.2
WV,Jefferson,46.9,50.9
WV,Kanawha,43.2,55.1
WV,Lewis,27.5,69.7
WV,Lincoln,32.7,64.3
WV,Logan,29.1,68.8
WV,Marion,41.6,55.9
WV,Marshall,34.5,63
WV,Mason,38.5,58.7
WV,McDowell,34,64.1
WV,Mercer,25.5,72.6
WV,Mineral,26.3,71.3
WV,Mingo,27.5,70.1
WV,Monongalia,43.9,53.5
WV,Monroe,28,69.3
WV,Morgan,33.6,64.1
WV,Nicholas,30.4,67.1
WV,Ohio,37.8,60.3
WV,Pendleton,33.1,64.7
WV,Pleasants,33.6,64.3
WV,Pocahontas,36.5,61
WV,Preston,26.3,70.7
WV,Putnam,30.6,67.8
WV,Raleigh,26.8,71.5
WV,Randolph,34.2,63.2
WV,Ritchie,20.3,77.1
WV,Roane,38.4,59.1
WV,Summers,34.2,63
WV,Taylor,32.8,65
WV,Tucker,28.1,69.3
WV,Tyler,27.1,70.6
WV,Upshur,26.2,71.7
WV,Wayne,35.3,62.3
WV,Webster,34.2,62.2
WV,Wetzel,37.8,59.4
WV,Wirt,31.1,65.7
WV,Wood,32.9,65.4
WV,Wyoming,21,76.7
