county,state,diversity_index
Hutchinson,SD,0.339355
Hyde,SD,0.339229
Jackson,SD,0.327836
Jerauld,SD,0.309447
Jones,SD,0.300837
Kingsbury,SD,0.286337
Lake,SD,0.274087
Lawrence,SD,0.264304
Lincoln,SD,0.25072
Lyman,SD,0.240206
Marshall,SD,0.223037
McCook,SD,0.217397
McPherson,SD,0.210356
Meade,SD,0.210037
Mellette,SD,0.20746
Miner,SD,0.19898
Minnehaha,SD,0.197552
Moody,SD,0.185165
Pennington,SD,0.147579
Perkins,SD,0.146234
Potter,SD,0.132587
Roberts,SD,0.11879
Sanborn,SD,0.111369
Shannon,SD,0.104032
Spink,SD,0.096822
Stanley,SD,0.094635
Sully,SD,0.090837
Todd,SD,0.083197
Tripp,SD,0.081638
Turner,SD,0.079849
Union,SD,0.077916
Walworth,SD,0.072214
Yankton,SD,0.04334
Ziebach,SD,0.021816
County,State,0.503525
Anderson,TN,0.635404
Bedford,TN,0.581779
Benton,TN,0.575977
Bledsoe,TN,0.568454
Blount,TN,0.567388
Bradley,TN,0.558475
Campbell,TN,0.537973
Cannon,TN,0.537243
Carroll,TN,0.534966
Carter,TN,0.533817
Cheatham,TN,0.527048
Chester,TN,0.525213
Claiborne,TN,0.521663
Clay,TN,0.517071
Cocke,TN,0.512612
Coffee,TN,0.512312
Crockett,TN,0.498383
Cumberland,TN,0.495272
Davidson,TN,0.490071
Decatur,TN,0.48357
DeKalb,TN,0.48208
Dickson,TN,0.47498
Dyer,TN,0.465557
Fayette,TN,0.447154
Fentress,TN,0.445952
Franklin,TN,0.433733
Gibson,TN,0.416583
Giles,TN,0.416043
Grainger,TN,0.408181
Greene,TN,0.395002
Grundy,TN,0.388898
Hamblen,TN,0.383081
Hamilton,TN,0.382516
Hancock,TN,0.377305
Hardeman,TN,0.374404
Hardin,TN,0.37352
Hawkins,TN,0.36453
Haywood,TN,0.363501
Henderson,TN,0.360954
Henry,TN,0.358512
Hickman,TN,0.355694
Houston,TN,0.346081
Humphreys,TN,0.340524
Jackson,TN,0.322705
Jefferson,TN,0.313703
Johnson,TN,0.303982
Knox,TN,0.282706
Lake,TN,0.274929
Lauderdale,TN,0.266234
Lawrence,TN,0.264193
Lewis,TN,0.257856
Lincoln,TN,0.251685
Loudon,TN,0.243451
Macon,TN,0.237089
Madison,TN,0.235096
Marion,TN,0.226629
Marshall,TN,0.222199
Maury,TN,0.218284
McMinn,TN,0.211107
McNairy,TN,0.210673
Meigs,TN,0.207597
Monroe,TN,0.190698
Montgomery,TN,0.187391
Moore,TN,0.184907
Morgan,TN,0.183062
Obion,TN,0.162466
Overton,TN,0.15326
Perry,TN,0.145877
Pickett,TN,0.142482
Polk,TN,0.133605
Putnam,TN,0.127889
Rhea,TN,0.120942
Roane,TN,0.1189
Robertson,TN,0.118745
Rutherford,TN,0.114355
Scott,TN,0.105533
Sequatchie,TN,0.104158
Sevier,TN,0.104126
Shelby,TN,0.102487
Smith,TN,0.098635
Stewart,TN,0.091164
Sullivan,TN,0.090902
Sumner,TN,0.089349
Tipton,TN,0.083544
Trousdale,TN,0.081522
Unicoi,TN,0.078
Union,TN,0.077885
VanBuren,TN,0.076008
Warren,TN,0.070329
Washington,TN,0.06651
Wayne,TN,0.064549
Weakley,TN,0.062675
White,TN,0.058792
Williamson,TN,0.054949
Wilson,TN,0.053081
Anderson,TX,0.637752
Andrews,TX,0.633302
Angelina,TX,0.63216
Aransas,TX,0.618892
Archer,TX,0.61602
Armstrong,TX,0.614029
Atascosa,TX,0.607962
Austin,TX,0.601515
Bailey,TX,0.600308
Bandera,TX,0.596651
Bastrop,TX,0.58712
Baylor,TX,0.584416
Bee,TX,0.580794
Bell,TX,0.580366
Bexar,TX,0.572351
Blanco,TX,0.568622
Borden,TX,0.562471
Bosque,TX,0.562048
Bowie,TX,0.560247
Brazoria,TX,0.557514
Brazos,TX,0.557299
Brewster,TX,0.556092
Briscoe,TX,0.556089
Brooks,TX,0.553946
Brown,TX,0.553171
Burleson,TX,0.547671
Burnet,TX,0.547463
Caldwell,TX,0.543411
Calhoun,TX,0.542742
Callahan,TX,0.540574
Cameron,TX,0.538618
Camp,TX,0.538532
Carson,TX,0.533994
Cass,TX,0.533092
Castro,TX,0.531761
Chambers,TX,0.529162
Cherokee,TX,0.526125
Childress,TX,0.523422
Clay,TX,0.517834
Cochran,TX,0.512615
Coke,TX,0.512089
Coleman,TX,0.510927
Collin,TX,0.510336
Collingsworth,TX,0.510092
Colorado,TX,0.510019
Comal,TX,0.506892
Comanche,TX,0.506809
Concho,TX,0.506692
Cooke,TX,0.505581
Coryell,TX,0.50471
Cottle,TX,0.50425
Crane,TX,0.501683
Crockett,TX,0.498411
Crosby,TX,0.49819
Culberson,TX,0.497338
Dallam,TX,0.492199
Dallas,TX,0.491683
Dawson,TX,0.487133
DeafSmith,TX,0.484996
Delta,TX,0.48026
Denton,TX,0.479367
DeWitt,TX,0.476636
Dickens,TX,0.476376
Dimmit,TX,0.474727
Donley,TX,0.471552
Duval,TX,0.46567
Eastland,TX,0.464117
Ector,TX,0.463244
Edwards,TX,0.460697
Ellis,TX,0.458456
ElPaso,TX,0.457789
Erath,TX,0.456246
Falls,TX,0.449114
Fannin,TX,0.448628
Fayette,TX,0.447005
Fisher,TX,0.444622
Floyd,TX,0.443172
Foard,TX,0.442237
FortBend,TX,0.439377
Franklin,TX,0.436011
Freestone,TX,0.428644
Frio,TX,0.427547
Gaines,TX,0.42533
Galveston,TX,0.423247
Garza,TX,0.4194
Gillespie,TX,0.415404
Glasscock,TX,0.413556
Goliad,TX,0.410927
Gonzales,TX,0.410254
Gray,TX,0.400875
Grayson,TX,0.399805
Gregg,TX,0.391267
Grimes,TX,0.389537
Guadalupe,TX,0.387933
Hale,TX,0.385703
Hall,TX,0.383902
Hamilton,TX,0.381897
Hansford,TX,0.375931
Hardeman,TX,0.374213
Hardin,TX,0.374067
Harris,TX,0.369438
Harrison,TX,0.369299
Hartley,TX,0.366097
Haskell,TX,0.365845
Hays,TX,0.364027
Hemphill,TX,0.361963
Henderson,TX,0.361586
Hidalgo,TX,0.355321
Hill,TX,0.355
Hockley,TX,0.35363
Hood,TX,0.351069
Hopkins,TX,0.349206
Houston,TX,0.347223
Howard,TX,0.345283
Hudspeth,TX,0.34282
Hunt,TX,0.340296
Hutchinson,TX,0.33988
Irion,TX,0.332459
Jack,TX,0.327965
Jackson,TX,0.327182
Jasper,TX,0.320766
JeffDavis,TX,0.318486
Jefferson,TX,0.318249
JimHogg,TX,0.307153
JimWells,TX,0.307059
Johnson,TX,0.305944
Jones,TX,0.302568
Karnes,TX,0.296087
Kaufman,TX,0.295255
Kendall,TX,0.292522
Kenedy,TX,0.292515
Kent,TX,0.291266
Kerr,TX,0.289577
Kimble,TX,0.287823
King,TX,0.287773
Kinney,TX,0.285366
Kleberg,TX,0.283897
Knox,TX,0.282973
Lamar,TX,0.271839
Lamb,TX,0.271199
Lampasas,TX,0.270605
LaSalle,TX,0.267365
Lavaca,TX,0.265591
Lee,TX,0.262304
Leon,TX,0.259286
Liberty,TX,0.255723
Limestone,TX,0.254379
Lipscomb,TX,0.248465
LiveOak,TX,0.247636
Llano,TX,0.245625
Loving,TX,0.242373
Lubbock,TX,0.242081
Lynn,TX,0.239477
Madison,TX,0.236175
Marion,TX,0.227945
Martin,TX,0.221518
Mason,TX,0.220816
Matagorda,TX,0.218989
Maverick,TX,0.21814
McCulloch,TX,0.216792
McLennan,TX,0.211734
McMullen,TX,0.210779
Medina,TX,0.208152
Menard,TX,0.207306
Midland,TX,0.201142
Milam,TX,0.200594
Mills,TX,0.199684
Mitchell,TX,0.194971
Montague,TX,0.189081
Montgomery,TX,0.186906
Moore,TX,0.185116
Morris,TX,0.181255
Motley,TX,0.179978
Nacogdoches,TX,0.177268
Navarro,TX,0.174593
Newton,TX,0.170306
Nolan,TX,0.166932
Nueces,TX,0.163261
Ochiltree,TX,0.162179
Oldham,TX,0.159016
Orange,TX,0.157198
PaloPinto,TX,0.15042
Panola,TX,0.15
Parker,TX,0.149613
Parmer,TX,0.149502
Pecos,TX,0.147752
Polk,TX,0.135673
Potter,TX,0.132677
Presidio,TX,0.130781
Rains,TX,0.126114
Randall,TX,0.125556
Reagan,TX,0.122701
Real,TX,0.122701
RedRiver,TX,0.122613
Reeves,TX,0.122572
Refugio,TX,0.122385
Roberts,TX,0.11878
Robertson,TX,0.11875
Rockwall,TX,0.116944
Runnels,TX,0.115288
Rusk,TX,0.115222
Sabine,TX,0.113538
SanAugustine,TX,0.111492
SanJacinto,TX,0.1098
SanPatricio,TX,0.107994
SanSaba,TX,0.107987
Schleicher,TX,0.106127
Scurry,TX,0.104335
Shackelford,TX,0.104035
Shelby,TX,0.102445
Sherman,TX,0.10058
Smith,TX,0.098671
Somervell,TX,0.098303
Starr,TX,0.093
Stephens,TX,0.092905
Sterling,TX,0.09269
Stonewall,TX,0.091119
Sutton,TX,0.087453
Swisher,TX,0.087403
Tarrant,TX,0.08713
Taylor,TX,0.08559
Terrell,TX,0.085454
Terry,TX,0.085413
Throckmorton,TX,0.085152
Titus,TX,0.083417
TomGreen,TX,0.081766
Travis,TX,0.081702
Trinity,TX,0.081664
Tyler,TX,0.079764
Upshur,TX,0.077853
Upton,TX,0.077751
Uvalde,TX,0.076098
ValVerde,TX,0.076038
VanZandt,TX,0.075859
Victoria,TX,0.074164
Walker,TX,0.073982
Waller,TX,0.072265
Ward,TX,0.072185
Washington,TX,0.06844
Webb,TX,0.062672
Wharton,TX,0.058873
Wheeler,TX,0.058838
Wichita,TX,0.056905
Wilbarger,TX,0.0569
Willacy,TX,0.054981
Williamson,TX,0.054954
Wilson,TX,0.053083
Winkler,TX,0.053021
Wise,TX,0.051106
Wood,TX,0.051089
Yoakum,TX,0.041412
Young,TX,0.039476
Zapata,TX,0.035581
Zavala,TX,0.023784
Beaver,UT,0.583735
BoxElder,UT,0.559965
Cache,UT,0.544458
Carbon,UT,0.536736
Daggett,UT,0.492832
Davis,UT,0.488337
Duchesne,UT,0.46851
Emery,UT,0.457449
Garfield,UT,0.42165
Grand,UT,0.408091
Iron,UT,0.332227
Juab,UT,0.300237
Kane,UT,0.296868
Millard,UT,0.200522
Morgan,UT,0.183007
Piute,UT,0.138268
Rich,UT,0.120788
SaltLake,UT,0.111537
SanJuan,UT,0.109298
Sanpete,UT,0.107989
Sevier,UT,0.104099
Summit,UT,0.089381
Tooele,UT,0.08176
Uintah,UT,0.079542
Utah,UT,0.076101
Wasatch,UT,0.070281
Washington,UT,0.066524
Wayne,UT,0.064471
Weber,UT,0.062653
Accomack,VA,0.742224
Albemarle,VA,0.678912
Alexandria,VA,0.667286
Alleghany,VA,0.655844
Amelia,VA,0.642001
Amherst,VA,0.641294
Appomattox,VA,0.61956
Arlington,VA,0.614293
Augusta,VA,0.601825
Bath,VA,0.586224
Bedford,VA,0.582159
Bedford,VA,0.581402
Bland,VA,0.568621
Botetourt,VA,0.561931
Bristol,VA,0.555597
Brunswick,VA,0.551609
Buchanan,VA,0.550431
Buckingham,VA,0.550134
BuenaVista,VA,0.549745
Campbell,VA,0.538474
Caroline,VA,0.536147
Carroll,VA,0.534441
Charles,VA,0.52841
Charlotte,VA,0.528236
Charlottesville,VA,0.528056
Chesapeake,VA,0.52574
Chesterfield,VA,0.52487
Clarke,VA,0.519308
ColonialHeights,VA,0.51002
Covington,VA,0.502985
Craig,VA,0.502044
Culpeper,VA,0.49686
Cumberland,VA,0.49616
Danville,VA,0.490589
Dickenson,VA,0.476363
Dinwiddie,VA,0.474382
Emporia,VA,0.456357
Essex,VA,0.453534
Fairfax,VA,0.450788
Fairfax,VA,0.450722
FallsChurch,VA,0.448921
Fauquier,VA,0.447298
Floyd,VA,0.442392
Fluvanna,VA,0.442307
Franklin,VA,0.4376
Franklin,VA,0.433827
Frederick,VA,0.428968
Fredericksburg,VA,0.428922
Galax,VA,0.425044
Giles,VA,0.415755
Gloucester,VA,0.412397
Goochland,VA,0.410139
Grayson,VA,0.399682
Greene,VA,0.396034
Greensville,VA,0.392314
Halifax,VA,0.384641
Hampton,VA,0.380116
Hanover,VA,0.376986
Harrisonburg,VA,0.367073
Henrico,VA,0.359584
Henry,VA,0.358659
Highland,VA,0.355081
Hopewell,VA,0.350166
IsleofWight,VA,0.33106
James,VA,0.322012
KingandQueen,VA,0.287661
KingGeorge,VA,0.287184
KingWilliam,VA,0.285672
Lancaster,VA,0.27049
Lee,VA,0.260291
Lexington,VA,0.256443
Loudoun,VA,0.243245
Louisa,VA,0.243114
Lunenburg,VA,0.240787
Lynchburg,VA,0.239856
Madison,VA,0.234079
Manassas,VA,0.230844
ManassasPark,VA,0.230831
Martinsville,VA,0.221056
Mathews,VA,0.218352
Mecklenburg,VA,0.208756
Middlesex,VA,0.201435
Montgomery,VA,0.185617
Nelson,VA,0.174237
NewKent,VA,0.171133
NewportNews,VA,0.17074
Norfolk,VA,0.16622
Northampton,VA,0.166047
Northumberland,VA,0.16484
Norton,VA,0.164305
Nottoway,VA,0.163973
Orange,VA,0.157249
Page,VA,0.151094
Patrick,VA,0.148795
Petersburg,VA,0.144761
Pittsylvania,VA,0.13854
Poquoson,VA,0.133204
Portsmouth,VA,0.133064
Powhatan,VA,0.131644
PrinceEdward,VA,0.13005
PrinceGeorge,VA,0.129985
PrinceWilliam,VA,0.129649
Pulaski,VA,0.12821
Radford,VA,0.126151
Rappahannock,VA,0.122757
Richmond,VA,0.120558
Richmond,VA,0.119786
Roanoke,VA,0.118813
Roanoke,VA,0.118799
Rockbridge,VA,0.117302
Rockingham,VA,0.117162
Russell,VA,0.114507
Salem,VA,0.112892
Scott,VA,0.105692
Shenandoah,VA,0.102263
Smyth,VA,0.098613
Southampton,VA,0.098249
Spotsylvania,VA,0.096806
Stafford,VA,0.094772
Staunton,VA,0.092995
Suffolk,VA,0.091101
Surry,VA,0.089001
Sussex,VA,0.088647
Tazewell,VA,0.085533
VirginiaBeach,VA,0.07415
Warren,VA,0.070326
Washington,VA,0.064656
Waynesboro,VA,0.062677
Westmoreland,VA,0.060744
Williamsburg,VA,0.054973
Winchester,VA,0.053062
Wise,VA,0.051104
Wythe,VA,0.04525
York,VA,0.039496
Addison,VT,0.687803
Bennington,VT,0.577476
Caledonia,VT,0.542753
Chittenden,VT,0.522902
Essex,VT,0.452343
Franklin,VT,0.431605
GrandIsle,VT,0.406226
Lamoille,VT,0.271108
Orange,VT,0.157048
Orleans,VT,0.15662
Rutland,VT,0.113589
Washington,VT,0.066452
Windham,VT,0.053053
Windsor,VT,0.053029
Adams,WA,0.725821
Asotin,WA,0.608758
Benton,WA,0.576528
Chelan,WA,0.526534
Clallam,WA,0.52163
Clark,WA,0.521018
Columbia,WA,0.509607
Cowlitz,WA,0.502412
Douglas,WA,0.471196
Ferry,WA,0.445415
Franklin,WA,0.43831
Garfield,WA,0.420775
Grant,WA,0.405581
GraysHarbor,WA,0.39999
Island,WA,0.331073
Jefferson,WA,0.314997
King,WA,0.287773
Kitsap,WA,0.28449
Kittitas,WA,0.284304
Klickitat,WA,0.283615
Lewis,WA,0.258441
Lincoln,WA,0.251051
Mason,WA,0.220799
Okanogan,WA,0.160221
Pacific,WA,0.151364
PendOreille,WA,0.147623
Pierce,WA,0.142399
SanJuan,WA,0.10928
Skagit,WA,0.09872
Skamania,WA,0.09868
Snohomish,WA,0.098588
Spokane,WA,0.096809
Stevens,WA,0.091196
Thurston,WA,0.083652
Wahkiakum,WA,0.07406
WallaWalla,WA,0.072285
Whatcom,WA,0.05887
Whitman,WA,0.056913
Yakima,WA,0.043378
Adams,WI,0.702974
Ashland,WI,0.61266
Barron,WI,0.590487
Bayfield,WI,0.584464
Brown,WI,0.552901
Buffalo,WI,0.548693
Burnett,WI,0.54735
Calumet,WI,0.540075
Chippewa,WI,0.523222
Clark,WI,0.520622
Columbia,WI,0.508792
Crawford,WI,0.499691
Dane,WI,0.491073
Dodge,WI,0.472156
Door,WI,0.471441
Douglas,WI,0.470384
Dunn,WI,0.466856
EauClaire,WI,0.463465
Florence,WI,0.443599
FondduLac,WI,0.441937
Forest,WI,0.439907
Grant,WI,0.401652
Green,WI,0.397632
GreenLake,WI,0.393122
Iowa,WI,0.333362
Iron,WI,0.332047
Jackson,WI,0.323943
Jefferson,WI,0.314582
Juneau,WI,0.299511
Kenosha,WI,0.29183
Kewaunee,WI,0.288881
LaCrosse,WI,0.278265
Lafayette,WI,0.276935
Langlade,WI,0.269504
Lincoln,WI,0.250378
Manitowoc,WI,0.230244
Marathon,WI,0.230233
Marinette,WI,0.228668
Marquette,WI,0.224328
Menominee,WI,0.206504
Milwaukee,WI,0.199379
Monroe,WI,0.190787
Oconto,WI,0.161554
Oneida,WI,0.158663
Outagamie,WI,0.153383
Ozaukee,WI,0.151642
Pepin,WI,0.146515
Pierce,WI,0.141828
Polk,WI,0.133718
Portage,WI,0.133124
Price,WI,0.130165
Racine,WI,0.126275
Richland,WI,0.120681
Rock,WI,0.117742
Rusk,WI,0.115174
Sauk,WI,0.106199
Sawyer,WI,0.106156
Shawano,WI,0.103683
Sheboygan,WI,0.103473
St.Croix,WI,0.096637
Taylor,WI,0.085537
Trempealeau,WI,0.08168
Vernon,WI,0.074172
Vilas,WI,0.074161
Walworth,WI,0.072207
Washburn,WI,0.068452
Washington,WI,0.066452
Waukesha,WI,0.064606
Waupaca,WI,0.064597
Waushara,WI,0.064586
Winnebago,WI,0.051141
Wood,WI,0.049227
Barbour,WV,0.591439
Berkeley,WV,0.574996
Boone,WV,0.56384
Braxton,WV,0.557926
Brooke,WV,0.554672
Cabell,WV,0.544823
Calhoun,WV,0.541652
Clay,WV,0.516501
Doddridge,WV,0.472853
Fayette,WV,0.446437
Gilmer,WV,0.414858
Grant,WV,0.401421
Greenbrier,WV,0.397456
Hampshire,WV,0.380285
Hancock,WV,0.379061
Hardy,WV,0.372207
Harrison,WV,0.367977
Jackson,WV,0.322565
Jefferson,WV,0.315611
Kanawha,WV,0.297434
Lewis,WV,0.257511
Lincoln,WV,0.24973
Logan,WV,0.244653
Marion,WV,0.226106
Marshall,WV,0.221893
Mason,WV,0.219504
McDowell,WV,0.215075
Mercer,WV,0.205962
Mineral,WV,0.19837
Mingo,WV,0.198294
Monongalia,WV,0.192409
Monroe,WV,0.189117
Morgan,WV,0.181884
Nicholas,WV,0.168441
Ohio,WV,0.160784
Pendleton,WV,0.147659
Pleasants,WV,0.13712
Pocahontas,WV,0.136421
Preston,WV,0.130468
Putnam,WV,0.127553
Raleigh,WV,0.126037
Randolph,WV,0.124158
Ritchie,WV,0.118947
Roane,WV,0.118863
Summers,WV,0.090818
Taylor,WV,0.08555
Tucker,WV,0.079928
Tyler,WV,0.079747
Upshur,WV,0.077837
Wayne,WV,0.062683
Webster,WV,0.062549
Wetzel,WV,0.060726
Wirt,WV,0.05111
Wood,WV,0.049218
Wyoming,WV,0.045299
Albany,WY,0.678917
BigHorn,WY,0.572044
Campbell,WY,0.53813
Carbon,WY,0.536856
Converse,WY,0.50622
Crook,WY,0.498248
Fremont,WY,0.42817
Goshen,WY,0.409694
HotSprings,WY,0.348191
Johnson,WY,0.304168
Laramie,WY,0.268435
Lincoln,WY,0.250934
Natrona,WY,0.174799
Niobrara,WY,0.168155
Park,WY,0.149833
Platte,WY,0.137328
Sheridan,WY,0.101972
Sublette,WY,0.091102
Sweetwater,WY,0.087426
Teton,WY,0.085386
Uinta,WY,0.079646
Washakie,WY,0.070175
Weston,WY,0.060728
ALABAMA,,0.686301
ALASKA,,0.681081
ARIZONA,,0.614376
ARKANSAS,,0.614333
CALIFORNIA,,0.540785
COLORADO,,0.510018
CONNECTICUT,,0.506295
DELAWARE,,0.481823
DISTRICTOFCOLUMBIA,,0.473889
FLORIDA,,0.443375
GEORGIA,,0.416587
HAWAII,,0.364597
IDAHO,,0.337808
ILLINOIS,,0.337266
INDIANA,,0.335713
IOWA,,0.33402
KANSAS,,0.29651
KENTUCKY,,0.290244
LOUISIANA,,0.242813
MAINE,,0.231321
MARYLAND,,0.220857
MASSACHUSETTS,,0.219285
MICHIGAN,,0.202235
MINNESOTA,,0.197058
MISSISSIPPI,,0.196666
MISSOURI,,0.195607
MONTANA,,0.188762
NEBRASKA,,0.174502
NEVADA,,0.172835
NEWHAMPSHIRE,,0.171841
NEWJERSEY,,0.171436
NEWMEXICO,,0.170943
NEWYORK,,0.169087
NORTHCAROLINA,,0.165345
NORTHDAKOTA,,0.165339
OHIO,,0.161008
OKLAHOMA,,0.159084
OREGON,,0.156895
PENNSYLVANIA,,0.14702
RHODEISLAND,,0.120892
SOUTHCAROLINA,,0.098241
SOUTHDAKOTA,,0.098051
TENNESSEE,,0.085481
TEXAS,,0.08533
UNITEDSTATES,,0.077857
UTAH,,0.076115
VERMONT,,0.074186
VIRGINIA,,0.074155
WASHINGTON,,0.06843
WESTVIRGINIA,,0.060728
WISCONSIN,,0.051106
WYOMING,,0.045308
